,parcelid,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,taxamount,assessmentyear,regionidcounty,regionidzip,transactiondate
7675,17054227,3.0,2.0,1181.0,73699.0,1421.98,2016.0,2061.0,97099.0,2017-06-02
7676,14424082,3.0,2.0,1332.0,272687.0,2875.56,2016.0,1286.0,96985.0,2017-06-02
7677,11924298,3.0,1.0,1022.0,61599.0,1030.83,2016.0,3101.0,96514.0,2017-06-02
7678,12440433,3.0,2.0,1193.0,330808.0,4091.03,2016.0,3101.0,96242.0,2017-06-02
7679,11744320,5.0,3.0,3864.0,661394.0,8127.43,2016.0,3101.0,96000.0,2017-06-02
7680,12855355,4.0,2.0,1756.0,108012.0,1585.27,2016.0,3101.0,96505.0,2017-06-02
7681,11733426,3.0,1.0,1144.0,38804.0,556.0,2016.0,3101.0,95997.0,2017-06-02
7682,14423104,4.0,3.0,3326.0,608601.0,6394.84,2016.0,1286.0,96985.0,2017-06-02
7683,17054496,3.0,2.0,1975.0,1122000.0,12445.64,2016.0,2061.0,97099.0,2017-06-02
7684,14436485,6.0,5.5,4314.0,1122634.0,12062.7,2016.0,1286.0,96983.0,2017-06-02
7685,14294132,5.0,3.0,2503.0,120657.0,1540.12,2016.0,1286.0,96978.0,2017-06-02
7686,11275820,3.0,2.0,1880.0,237444.0,3658.89,2016.0,3101.0,97317.0,2017-06-02
7687,12444259,3.0,1.0,1085.0,194062.0,2581.75,2016.0,3101.0,96208.0,2017-06-02
7688,17193036,4.0,4.5,4742.0,1209873.0,13145.06,2016.0,2061.0,96351.0,2017-06-02
7689,14111384,5.0,3.0,2750.0,378344.0,4425.08,2016.0,1286.0,96185.0,2017-06-02
7690,14476069,2.0,2.0,1445.0,258728.0,2566.02,2016.0,1286.0,96996.0,2017-06-02
7691,11079538,4.0,3.0,2107.0,347943.0,4245.83,2016.0,3101.0,96346.0,2017-06-02
7692,14111248,4.0,2.5,2850.0,824000.0,9397.68,2016.0,1286.0,96185.0,2017-06-02
7693,12241013,3.0,2.0,1012.0,48693.0,1090.68,2016.0,3101.0,96040.0,2017-06-02
7694,11053772,4.0,2.0,1780.0,226463.0,2922.61,2016.0,3101.0,96369.0,2017-06-02
7695,10809072,2.0,2.0,1240.0,330942.0,4014.79,2016.0,3101.0,96387.0,2017-06-02
7696,14244211,4.0,2.0,1367.0,321668.0,3670.12,2016.0,1286.0,97067.0,2017-06-02
7697,10854446,2.0,2.0,1417.0,107569.0,1443.69,2016.0,3101.0,96426.0,2017-06-02
7698,11306334,4.0,3.0,1804.0,248527.0,3868.38,2016.0,3101.0,97319.0,2017-06-02
7699,14102251,4.0,1.5,1198.0,57365.0,1058.08,2016.0,1286.0,97047.0,2017-06-02
7700,10853982,4.0,3.0,2729.0,880887.0,10732.37,2016.0,3101.0,96426.0,2017-06-02
7701,14242296,3.0,2.5,2838.0,511698.0,5634.06,2016.0,1286.0,97067.0,2017-06-02
7702,17253214,3.0,1.5,1032.0,261560.0,3261.9,2016.0,2061.0,97118.0,2017-06-02
7703,12401020,3.0,3.0,2443.0,457701.0,5708.86,2016.0,3101.0,96100.0,2017-06-02
7704,12207937,3.0,2.0,1459.0,388000.0,4805.78,2016.0,3101.0,96028.0,2017-06-02
7705,14189884,4.0,3.0,2228.0,666577.0,7515.98,2016.0,1286.0,97078.0,2017-06-02
7706,12076227,3.0,2.0,1731.0,114694.0,1335.43,2016.0,3101.0,96325.0,2017-06-02
7707,17185740,5.0,3.0,2787.0,478636.0,6786.2,2016.0,2061.0,97104.0,2017-06-02
7708,17095845,4.0,2.5,1517.0,266711.0,2815.04,2016.0,2061.0,97084.0,2017-06-02
7709,12239045,3.0,2.0,1145.0,175263.0,2461.86,2016.0,3101.0,96042.0,2017-06-02
7710,12773924,3.0,2.0,1603.0,290770.0,3718.54,2016.0,3101.0,96169.0,2017-06-02
7711,11611973,4.0,3.0,1985.0,1583000.0,19027.44,2016.0,3101.0,96045.0,2017-06-02
7712,11300634,3.0,2.0,1274.0,162000.0,2826.24,2016.0,3101.0,97318.0,2017-06-02
7713,11309866,3.0,1.0,1224.0,33805.0,549.68,2016.0,3101.0,97318.0,2017-06-02
7714,12654643,1.0,1.0,704.0,390900.0,4760.12,2016.0,3101.0,96221.0,2017-06-02
7715,12411743,3.0,2.0,1459.0,501611.0,5771.9,2016.0,3101.0,96206.0,2017-06-02
7716,10809702,3.0,3.0,2015.0,481830.0,5886.01,2016.0,3101.0,96387.0,2017-06-02
7717,12680408,4.0,3.0,2052.0,774185.0,8848.52,2016.0,3101.0,96163.0,2017-06-02
7718,14169627,6.0,4.0,3167.0,107647.0,1721.96,2016.0,1286.0,97068.0,2017-06-02
7719,13877509,2.0,1.5,1517.0,268881.0,3354.42,2016.0,1286.0,97024.0,2017-06-02
7720,10809639,3.0,2.0,1285.0,665749.0,8130.53,2016.0,3101.0,96387.0,2017-06-02
7721,12757593,3.0,1.0,1050.0,54566.0,987.63,2016.0,3101.0,96193.0,2017-06-02
7722,13976548,4.0,3.5,3346.0,683866.0,7711.16,2016.0,1286.0,96966.0,2017-06-02
7723,12656001,2.0,1.0,768.0,305129.0,3730.04,2016.0,3101.0,96221.0,2017-06-02
7724,14247194,3.0,2.0,2203.0,878000.0,9879.12,2016.0,1286.0,97005.0,2017-06-02
7725,11308022,5.0,3.0,3209.0,302543.0,4497.47,2016.0,3101.0,97319.0,2017-06-02
7726,12169981,2.0,2.0,1835.0,282205.0,3558.08,2016.0,3101.0,96265.0,2017-06-02
7727,10784480,3.0,2.0,1186.0,170279.0,2077.39,2016.0,3101.0,96364.0,2017-06-02
7728,11300451,3.0,3.0,3024.0,473533.0,6404.03,2016.0,3101.0,97318.0,2017-06-02
7729,17212409,6.0,3.0,2764.0,376002.0,4056.7,2016.0,2061.0,96383.0,2017-06-02
7730,10973050,4.0,2.0,995.0,234847.0,2844.52,2016.0,3101.0,96366.0,2017-06-02
7731,10785197,3.0,1.0,995.0,179452.0,2178.11,2016.0,3101.0,96364.0,2017-06-02
7732,14464931,4.0,4.0,3999.0,1085000.0,16978.84,2016.0,1286.0,96998.0,2017-06-02
7733,14465032,3.0,2.5,2118.0,562351.0,9276.06,2016.0,1286.0,96998.0,2017-06-02
7734,14099088,4.0,3.0,2136.0,738000.0,8295.6,2016.0,1286.0,96185.0,2017-06-02
7735,13894033,4.0,1.0,1341.0,1501306.0,16104.34,2016.0,1286.0,96957.0,2017-06-02
7736,11499577,2.0,1.0,1002.0,703468.0,7889.32,2016.0,3101.0,96117.0,2017-06-02
7737,14465929,5.0,2.5,2882.0,195074.0,1921.88,2016.0,1286.0,96995.0,2017-06-02
7738,14467648,4.0,2.5,1889.0,454417.0,4843.08,2016.0,1286.0,96989.0,2017-06-02
7739,14098697,2.0,1.0,998.0,527000.0,5947.26,2016.0,1286.0,96185.0,2017-06-02
7740,12670985,3.0,2.0,1954.0,133956.0,1769.26,2016.0,3101.0,96123.0,2017-06-02
7741,17297924,3.0,2.5,1626.0,283694.0,3819.14,2016.0,2061.0,96393.0,2017-06-02
7742,14236473,3.0,1.5,1344.0,642030.0,6981.02,2016.0,1286.0,97064.0,2017-06-02
7743,14467533,5.0,4.5,3650.0,785799.0,8227.62,2016.0,1286.0,96989.0,2017-06-02
7744,14168996,3.0,3.0,1972.0,503993.0,6106.74,2016.0,1286.0,97068.0,2017-06-02
7745,12206051,3.0,2.0,1757.0,47817.0,678.35,2016.0,3101.0,96025.0,2017-06-02
7746,11302312,4.0,3.0,2806.0,176838.0,3136.58,2016.0,3101.0,97318.0,2017-06-02
7747,12384872,4.0,4.0,4018.0,463557.0,5840.53,2016.0,3101.0,96100.0,2017-06-02
7748,11498566,3.0,2.0,1147.0,579030.0,6611.48,2016.0,3101.0,96117.0,2017-06-02
7749,17105822,4.0,4.5,3980.0,393764.0,4435.86,2016.0,2061.0,97089.0,2017-06-02
7750,10971400,3.0,2.0,1467.0,211397.0,2781.62,2016.0,3101.0,96368.0,2017-06-02
7751,17234413,4.0,2.0,1592.0,434922.0,5141.46,2016.0,2061.0,97116.0,2017-06-02
7752,11496075,3.0,2.0,1026.0,79140.0,1476.99,2016.0,3101.0,96124.0,2017-06-02
7753,10852350,4.0,3.0,2182.0,1005097.0,12112.72,2016.0,3101.0,96349.0,2017-06-02
7754,12075180,7.0,6.0,10285.0,7192686.0,78338.64,2016.0,3101.0,96271.0,2017-06-02
7755,12379828,4.0,2.0,1757.0,264034.0,3757.18,2016.0,3101.0,96003.0,2017-06-02
7756,12394830,3.0,3.0,1474.0,405928.0,5205.84,2016.0,3101.0,96197.0,2017-06-02
7757,10726637,4.0,3.0,2569.0,629340.0,7747.48,2016.0,3101.0,96389.0,2017-06-02
7758,12394496,2.0,1.0,1079.0,46132.0,1132.26,2016.0,3101.0,96197.0,2017-06-02
7759,11154279,4.0,2.0,1449.0,281173.0,3977.19,2016.0,3101.0,96401.0,2017-06-02
7760,11242343,4.0,3.0,2753.0,514878.0,6802.11,2016.0,3101.0,97298.0,2017-06-02
7761,10786360,3.0,2.0,1443.0,91902.0,1222.49,2016.0,3101.0,96364.0,2017-06-02
7762,12393189,3.0,1.0,1067.0,250789.0,3367.75,2016.0,3101.0,96197.0,2017-06-02
7763,11557600,3.0,2.0,1092.0,890000.0,10735.78,2016.0,3101.0,96015.0,2017-06-02
7764,11889627,4.0,3.0,3976.0,1591170.0,19960.12,2016.0,3101.0,96296.0,2017-06-02
7765,11560764,3.0,2.0,1560.0,98949.0,1298.94,2016.0,3101.0,96045.0,2017-06-02
7766,11019150,6.0,4.0,2992.0,667018.0,8891.79,2016.0,3101.0,96371.0,2017-06-02
7767,14444926,4.0,2.5,2399.0,206201.0,2036.0,2016.0,1286.0,96982.0,2017-06-02
7768,10806668,4.0,3.0,2361.0,171285.0,2273.88,2016.0,3101.0,96387.0,2017-06-02
7769,12069905,3.0,2.0,1685.0,322755.0,3544.57,2016.0,3101.0,96326.0,2017-06-02
7770,10811867,4.0,3.0,2775.0,601204.0,6979.11,2016.0,3101.0,96337.0,2017-06-02
7771,12642681,3.0,2.0,1403.0,667773.0,8227.99,2016.0,3101.0,96122.0,2017-06-02
7772,10859516,5.0,5.0,3507.0,2360000.0,28534.1,2016.0,3101.0,96424.0,2017-06-02
7773,11319841,4.0,3.0,3098.0,431429.0,6134.1,2016.0,3101.0,97329.0,2017-06-02
7774,10811527,4.0,4.0,2806.0,1087310.0,13365.1,2016.0,3101.0,96387.0,2017-06-02
7775,12253465,3.0,1.0,1024.0,362435.0,4675.63,2016.0,3101.0,96104.0,2017-06-02
7776,11317420,3.0,2.0,2087.0,263300.0,4158.57,2016.0,3101.0,97319.0,2017-06-02
7777,11011304,4.0,3.0,2599.0,528945.0,6593.94,2016.0,3101.0,96368.0,2017-06-02
7778,12752650,3.0,3.0,1265.0,419638.0,5308.73,2016.0,3101.0,96190.0,2017-06-02
7779,17208644,5.0,5.5,8033.0,3225547.0,33157.7,2016.0,2061.0,97091.0,2017-06-02
7780,11728626,2.0,1.0,1227.0,99128.0,1351.55,2016.0,3101.0,95999.0,2017-06-02
7781,14448776,3.0,2.5,2710.0,710000.0,7204.94,2016.0,1286.0,96982.0,2017-06-02
7782,11180668,3.0,2.0,1418.0,591000.0,7189.88,2016.0,3101.0,96356.0,2017-06-02
7783,13856100,4.0,4.0,3211.0,951844.0,10699.2,2016.0,1286.0,96186.0,2017-06-02
7784,12156787,3.0,2.0,1445.0,98957.0,2490.87,2016.0,3101.0,96271.0,2017-06-02
7785,11319934,4.0,3.0,2430.0,294000.0,4241.73,2016.0,3101.0,97319.0,2017-06-02
7786,12855674,4.0,3.0,2403.0,662624.0,7746.7,2016.0,3101.0,96489.0,2017-06-02
7787,11320953,3.0,2.0,1919.0,267000.0,4195.74,2016.0,3101.0,97319.0,2017-06-02
7788,12749983,3.0,2.0,1380.0,355446.0,4635.76,2016.0,3101.0,96190.0,2017-06-02
7789,11056585,4.0,2.0,1303.0,183742.0,2331.37,2016.0,3101.0,96370.0,2017-06-02
7790,10861500,2.0,2.0,1436.0,567798.0,6938.66,2016.0,3101.0,96424.0,2017-06-02
7791,13853363,5.0,2.0,1583.0,99115.0,1322.62,2016.0,1286.0,96186.0,2017-06-02
7792,12052468,3.0,2.0,1671.0,88588.0,1099.36,2016.0,3101.0,96320.0,2017-06-02
7793,12357174,3.0,1.0,1135.0,278632.0,4541.68,2016.0,3101.0,96083.0,2017-06-02
7794,13961455,3.0,2.0,1292.0,680000.0,7678.44,2016.0,1286.0,97005.0,2017-06-02
7795,12088064,3.0,2.0,1377.0,471025.0,5693.81,2016.0,3101.0,96046.0,2017-06-02
7796,10781247,2.0,2.0,1242.0,332872.0,4142.14,2016.0,3101.0,96364.0,2017-06-02
7797,14274491,3.0,2.0,1200.0,599000.0,6940.66,2016.0,1286.0,96959.0,2017-06-02
7798,11180732,3.0,3.0,2164.0,445814.0,5442.15,2016.0,3101.0,96356.0,2017-06-02
7799,17080468,3.0,1.0,1093.0,52713.0,600.14,2016.0,2061.0,97083.0,2017-06-02
7800,11072030,4.0,3.0,2167.0,699000.0,8604.5,2016.0,3101.0,96346.0,2017-06-02
7801,11205608,3.0,2.0,1312.0,169000.0,2975.25,2016.0,3101.0,97328.0,2017-06-02
7802,13864678,3.0,2.5,2025.0,858000.0,9606.04,2016.0,1286.0,96966.0,2017-06-02
7803,12890940,2.0,1.0,972.0,289447.0,3677.6,2016.0,3101.0,96508.0,2017-06-02
7804,11919648,4.0,3.0,1762.0,692404.0,8287.48,2016.0,3101.0,96514.0,2017-06-02
7805,10856730,2.0,2.0,1686.0,394140.0,4884.09,2016.0,3101.0,96412.0,2017-06-02
7806,12775937,6.0,2.0,1934.0,470000.0,5970.14,2016.0,3101.0,96197.0,2017-06-02
7807,12889744,4.0,2.0,1272.0,258881.0,3335.08,2016.0,3101.0,96508.0,2017-06-02
7808,12162941,2.0,1.0,1024.0,527930.0,6338.06,2016.0,3101.0,96265.0,2017-06-02
7809,11974498,2.0,1.0,994.0,532591.0,6369.26,2016.0,3101.0,96022.0,2017-06-02
7810,14229415,4.0,2.0,2050.0,312152.0,3693.22,2016.0,1286.0,97059.0,2017-06-02
7811,12653269,2.0,1.0,1167.0,408967.0,4915.17,2016.0,3101.0,96221.0,2017-06-02
7812,13903150,3.0,2.5,1626.0,441532.0,5185.96,2016.0,1286.0,96181.0,2017-06-02
7813,11989341,4.0,2.0,2866.0,2322960.0,27868.14,2016.0,3101.0,95985.0,2017-06-02
7814,17191532,5.0,2.5,1996.0,381907.0,4029.1,2016.0,2061.0,96351.0,2017-06-02
7815,17113676,4.0,2.0,1624.0,83285.0,919.04,2016.0,2061.0,97084.0,2017-06-02
7816,12420176,3.0,2.0,1460.0,400824.0,4681.62,2016.0,3101.0,96206.0,2017-06-02
7817,14091051,4.0,2.0,1467.0,168437.0,2365.78,2016.0,1286.0,96990.0,2017-06-02
7818,12682802,3.0,2.0,1302.0,343941.0,4103.03,2016.0,3101.0,96163.0,2017-06-02
7819,12647936,5.0,3.0,1803.0,468103.0,5639.08,2016.0,3101.0,96222.0,2017-06-02
7820,13865704,3.0,2.5,1889.0,399447.0,4616.2,2016.0,1286.0,96966.0,2017-06-02
7821,10956567,2.0,2.0,1411.0,237030.0,2627.86,2016.0,3101.0,96437.0,2017-06-02
7822,17084026,3.0,2.0,1552.0,287482.0,3044.96,2016.0,2061.0,97083.0,2017-06-02
7823,11973779,3.0,2.0,1327.0,209843.0,2554.29,2016.0,3101.0,96023.0,2017-06-02
7824,14452514,4.0,3.5,3140.0,806428.0,11097.36,2016.0,1286.0,96983.0,2017-06-02
7825,12250940,3.0,2.0,1520.0,281466.0,3529.45,2016.0,3101.0,96104.0,2017-06-02
7826,10782919,4.0,2.0,1543.0,119197.0,1493.59,2016.0,3101.0,96364.0,2017-06-02
7827,13867966,3.0,2.0,1717.0,246965.0,3021.6,2016.0,1286.0,97039.0,2017-06-02
7828,13904354,4.0,2.0,1355.0,450457.0,5307.9,2016.0,1286.0,96180.0,2017-06-02
7829,12171350,2.0,1.0,1109.0,652384.0,7626.98,2016.0,3101.0,96292.0,2017-06-02
7830,17248182,4.0,2.0,1711.0,177578.0,1004.0,2016.0,2061.0,97118.0,2017-06-02
7831,12673632,4.0,2.0,1571.0,516060.0,5974.41,2016.0,3101.0,96161.0,2017-06-02
7832,11655035,3.0,2.0,3267.0,4195896.0,50391.25,2016.0,3101.0,96086.0,2017-06-02
7833,11681556,4.0,6.0,4997.0,1099568.0,12812.58,2016.0,3101.0,96337.0,2017-06-02
7834,14332779,4.0,3.5,3433.0,1198258.0,13684.9,2016.0,1286.0,97018.0,2017-06-02
7835,12968839,3.0,2.0,1290.0,986827.0,12815.01,2016.0,3101.0,96273.0,2017-06-02
7836,14121822,3.0,2.0,1490.0,65399.0,987.24,2016.0,1286.0,96185.0,2017-06-02
7837,11537080,2.0,1.0,943.0,804984.0,9736.47,2016.0,3101.0,96127.0,2017-06-02
7838,17254929,5.0,2.5,2498.0,339846.0,4020.82,2016.0,2061.0,97118.0,2017-06-02
7839,14164626,4.0,2.5,2627.0,475938.0,5522.52,2016.0,1286.0,97078.0,2017-06-02
7840,14399782,4.0,2.5,1900.0,458061.0,5458.1,2016.0,1286.0,96969.0,2017-06-02
7841,11701930,3.0,2.0,1230.0,375316.0,4667.04,2016.0,3101.0,96024.0,2017-06-02
7842,14139567,3.0,1.5,1058.0,496000.0,5643.48,2016.0,1286.0,97043.0,2017-06-02
7843,11701401,2.0,1.0,2194.0,232944.0,2948.53,2016.0,3101.0,96024.0,2017-06-02
7844,11903595,3.0,2.0,1670.0,559302.0,6685.24,2016.0,3101.0,96533.0,2017-06-02
7845,11260353,2.0,2.0,1436.0,223000.0,2856.95,2016.0,3101.0,97319.0,2017-06-02
7846,11107976,3.0,2.0,1685.0,416091.0,8443.1,2016.0,3101.0,96373.0,2017-06-02
7847,12224226,2.0,1.0,1200.0,43027.0,700.6,2016.0,3101.0,96028.0,2017-06-02
7848,11699957,3.0,5.0,2655.0,968156.0,12066.44,2016.0,3101.0,96024.0,2017-06-02
7849,12702514,3.0,2.0,2182.0,1139230.0,12311.5,2016.0,3101.0,96122.0,2017-06-02
7850,12805962,2.0,1.0,1135.0,57300.0,1034.78,2016.0,3101.0,96174.0,2017-06-02
7851,11698880,2.0,1.0,1320.0,550000.0,8801.82,2016.0,3101.0,96024.0,2017-06-02
7852,10820056,2.0,2.0,1350.0,460441.0,5642.72,2016.0,3101.0,96415.0,2017-06-02
7853,14297540,3.0,3.5,2917.0,1975000.0,21076.04,2016.0,1286.0,96978.0,2017-06-02
7854,10892161,2.0,2.0,1498.0,324451.0,3930.02,2016.0,3101.0,96452.0,2017-06-02
7855,10735722,5.0,3.0,2360.0,568715.0,7002.39,2016.0,3101.0,96389.0,2017-06-02
7856,12965206,3.0,2.0,1732.0,280700.0,3860.07,2016.0,3101.0,96273.0,2017-06-02
7857,10819270,3.0,1.0,1366.0,192598.0,2434.37,2016.0,3101.0,96355.0,2017-06-02
7858,12193787,3.0,1.0,1420.0,44268.0,645.65,2016.0,3101.0,96028.0,2017-06-02
7859,12711736,4.0,5.0,4189.0,1724164.0,19194.27,2016.0,3101.0,96122.0,2017-06-02
7860,13943958,2.0,1.0,838.0,338471.0,4555.52,2016.0,1286.0,96973.0,2017-06-02
7861,12193785,4.0,3.0,2619.0,144527.0,1908.62,2016.0,3101.0,96028.0,2017-06-02
7862,11517620,2.0,1.0,995.0,792594.0,9646.99,2016.0,3101.0,96097.0,2017-06-02
7863,13063144,3.0,2.0,1702.0,234829.0,3154.04,2016.0,3101.0,96505.0,2017-06-02
7864,11899562,2.0,1.0,1395.0,520000.0,6233.77,2016.0,3101.0,96531.0,2017-06-02
7865,11270046,4.0,2.0,2850.0,196289.0,3076.87,2016.0,3101.0,97319.0,2017-06-02
7866,13992846,3.0,2.0,1378.0,442000.0,5292.58,2016.0,1286.0,97020.0,2017-06-02
7867,12733316,3.0,2.0,1483.0,84582.0,1273.95,2016.0,3101.0,96172.0,2017-06-02
7868,10832484,3.0,2.0,1200.0,169181.0,2156.5,2016.0,3101.0,96415.0,2017-06-02
7869,11201141,3.0,1.0,983.0,156000.0,2881.3,2016.0,3101.0,97328.0,2017-06-02
7870,13930931,3.0,2.0,1164.0,479705.0,5891.44,2016.0,1286.0,97047.0,2017-06-02
7871,14202784,2.0,2.0,1028.0,539000.0,5914.68,2016.0,1286.0,97027.0,2017-06-02
7872,10987917,1.0,1.0,715.0,29560.0,402.02,2016.0,3101.0,96361.0,2017-06-02
7873,12329111,2.0,1.0,915.0,229315.0,2961.74,2016.0,3101.0,96101.0,2017-06-02
7874,11233893,4.0,3.0,2397.0,196268.0,3346.27,2016.0,3101.0,97328.0,2017-06-02
7875,17157844,3.0,2.0,1487.0,624378.0,7410.22,2016.0,2061.0,97106.0,2017-06-02
7876,14485189,6.0,4.0,3223.0,795000.0,9087.86,2016.0,1286.0,96993.0,2017-06-02
7877,11680710,4.0,3.0,3087.0,1081843.0,12885.42,2016.0,3101.0,96116.0,2017-06-02
7878,10837356,3.0,2.0,1561.0,605000.0,7347.74,2016.0,3101.0,96415.0,2017-06-02
7879,14407267,3.0,2.5,2210.0,949258.0,9624.54,2016.0,1286.0,96987.0,2017-06-02
7880,14395541,3.0,2.5,1904.0,750650.0,7543.92,2016.0,1286.0,96987.0,2017-06-02
7881,11660265,7.0,3.0,3300.0,2013693.0,24157.59,2016.0,3101.0,96030.0,2017-06-02
7882,11291203,3.0,2.0,1170.0,152500.0,2499.93,2016.0,3101.0,97318.0,2017-06-02
7883,10834284,3.0,2.0,1540.0,83489.0,1070.02,2016.0,3101.0,96415.0,2017-06-02
7884,12112564,4.0,3.0,2905.0,1461050.0,16716.7,2016.0,3101.0,96294.0,2017-06-02
7885,14384380,4.0,3.5,2455.0,356453.0,3606.58,2016.0,1286.0,96974.0,2017-06-02
7886,11162984,2.0,1.0,960.0,300303.0,4347.93,2016.0,3101.0,96352.0,2017-06-02
7887,12225330,3.0,2.0,1634.0,233716.0,3145.33,2016.0,3101.0,96028.0,2017-06-02
7888,12995768,3.0,2.0,996.0,41558.0,886.05,2016.0,3101.0,96479.0,2017-06-02
7889,12995925,3.0,1.0,1204.0,46964.0,974.11,2016.0,3101.0,96478.0,2017-06-02
7890,12828971,3.0,2.0,1745.0,230605.0,3026.22,2016.0,3101.0,96171.0,2017-06-02
7891,14066501,4.0,2.5,2604.0,749975.0,8430.54,2016.0,1286.0,96966.0,2017-06-02
7892,14388519,4.0,3.5,2345.0,689570.0,7051.78,2016.0,1286.0,96971.0,2017-06-02
7893,12189985,2.0,1.0,1070.0,167680.0,2163.04,2016.0,3101.0,96025.0,2017-06-02
7894,11046654,2.0,2.0,1872.0,125666.0,1872.02,2016.0,3101.0,96369.0,2017-06-02
7895,11441986,4.0,2.0,1614.0,67469.0,1193.56,2016.0,3101.0,96111.0,2017-06-02
7896,14064554,4.0,3.0,2154.0,676412.0,7542.5,2016.0,1286.0,96966.0,2017-06-02
7897,14136565,4.0,2.0,1874.0,78950.0,1125.74,2016.0,1286.0,97039.0,2017-06-02
7898,10734768,3.0,2.0,1800.0,697000.0,8624.53,2016.0,3101.0,96389.0,2017-06-02
7899,12992398,4.0,2.0,1256.0,331780.0,4387.21,2016.0,3101.0,96490.0,2017-06-02
7900,14384710,3.0,2.0,1268.0,612345.0,6214.86,2016.0,1286.0,96974.0,2017-06-02
7901,12026689,3.0,3.0,2415.0,809217.0,10004.83,2016.0,3101.0,96027.0,2017-06-02
7902,10991415,1.0,1.0,580.0,183358.0,2194.6,2016.0,3101.0,96282.0,2017-06-02
7903,14346627,4.0,2.5,2673.0,840729.0,8546.62,2016.0,1286.0,96954.0,2017-06-02
7904,12990533,3.0,3.0,2505.0,465369.0,5721.38,2016.0,3101.0,96465.0,2017-06-02
7905,12126847,3.0,2.0,1443.0,76783.0,1120.49,2016.0,3101.0,96295.0,2017-06-02
7906,11407829,2.0,1.0,864.0,64351.0,1056.66,2016.0,3101.0,96133.0,2017-06-02
7907,11575580,3.0,1.0,1284.0,86483.0,1525.76,2016.0,3101.0,96152.0,2017-06-02
7908,12720033,3.0,2.0,1272.0,398000.0,5125.35,2016.0,3101.0,96193.0,2017-06-02
7909,11402984,3.0,2.0,1452.0,285000.0,3731.15,2016.0,3101.0,96024.0,2017-06-02
7910,12504963,3.0,2.0,1056.0,207978.0,2559.49,2016.0,3101.0,96240.0,2017-06-02
7911,12227854,3.0,2.0,1133.0,29192.0,728.97,2016.0,3101.0,95984.0,2017-06-02
7912,14379852,4.0,2.0,2167.0,110563.0,1157.92,2016.0,1286.0,96995.0,2017-06-02
7913,10769602,3.0,2.0,1406.0,381287.0,4697.33,2016.0,3101.0,96339.0,2017-06-02
7914,14337166,5.0,3.0,2759.0,128623.0,1759.34,2016.0,1286.0,97005.0,2017-06-02
7915,12976668,3.0,2.0,1290.0,381637.0,5694.56,2016.0,3101.0,96479.0,2017-06-02
7916,14134447,3.0,2.0,2140.0,95559.0,1316.52,2016.0,1286.0,96181.0,2017-06-02
7917,12131417,4.0,1.0,896.0,285763.0,3392.25,2016.0,3101.0,96278.0,2017-06-02
7918,13051497,4.0,2.0,2209.0,610265.0,7256.64,2016.0,3101.0,96469.0,2017-06-02
7919,11285956,3.0,1.0,1248.0,145000.0,2497.25,2016.0,3101.0,97317.0,2017-06-02
7920,10802756,3.0,3.0,2368.0,566504.0,6955.03,2016.0,3101.0,96379.0,2017-06-02
7921,12725344,5.0,4.0,2392.0,478000.0,6110.99,2016.0,3101.0,96193.0,2017-06-02
7922,13047270,4.0,3.0,2765.0,653510.0,7758.39,2016.0,3101.0,96494.0,2017-06-02
7923,12810351,3.0,3.0,2453.0,696000.0,8074.86,2016.0,3101.0,96489.0,2017-06-02
7924,17260202,5.0,2.0,1736.0,299274.0,3585.96,2016.0,2061.0,97116.0,2017-06-02
7925,12507828,2.0,3.0,2144.0,205818.0,2846.0,2016.0,3101.0,96234.0,2017-06-02
7926,14390170,5.0,3.0,3353.0,889150.0,9108.2,2016.0,1286.0,96971.0,2017-06-02
7927,11401751,3.0,2.0,1387.0,530000.0,7189.48,2016.0,3101.0,96134.0,2017-06-02
7928,12998870,3.0,2.0,2291.0,202672.0,2932.85,2016.0,3101.0,96267.0,2017-06-02
7929,14351617,4.0,2.5,2719.0,1243000.0,15550.78,2016.0,1286.0,96939.0,2017-06-02
7930,17224078,3.0,2.0,1440.0,251416.0,2674.12,2016.0,2061.0,96383.0,2017-06-02
7931,14339101,3.0,2.5,2534.0,483137.0,5337.34,2016.0,1286.0,97027.0,2017-06-02
7932,13048170,3.0,2.0,2114.0,209698.0,2895.22,2016.0,3101.0,96513.0,2017-06-02
7933,13983482,3.0,2.5,2389.0,513504.0,6208.24,2016.0,1286.0,96956.0,2017-06-02
7934,14338578,3.0,3.0,2376.0,692407.0,8094.6,2016.0,1286.0,97067.0,2017-06-02
7935,12978689,2.0,1.0,1350.0,134735.0,1925.15,2016.0,3101.0,96465.0,2017-06-02
7936,12282335,2.0,1.0,890.0,292000.0,4039.3,2016.0,3101.0,96113.0,2017-06-02
7937,13026512,5.0,4.0,2839.0,678274.0,13796.38,2016.0,3101.0,96464.0,2017-06-02
7938,11529498,3.0,1.0,1519.0,68089.0,1509.2,2016.0,3101.0,96095.0,2017-06-02
7939,17145380,2.0,2.0,1359.0,493000.0,6001.26,2016.0,2061.0,97107.0,2017-06-02
7940,14115586,5.0,3.0,2416.0,574720.0,6700.08,2016.0,1286.0,97024.0,2017-06-02
7941,11426978,3.0,2.0,1540.0,316938.0,4040.53,2016.0,3101.0,96107.0,2017-06-02
